Date,spx
1995-01-01,450.0
1995-01-02,450.27752821298196
1995-01-03,449.92841640123424
1995-01-04,455.13371462308635
1995-01-05,459.2581376893562
1995-01-06,458.77198731874995
1995-01-07,459.3850519503392
1995-01-08,457.00010171374913
1995-01-09,458.1729122023865
1995-01-10,464.1856502793186
1995-01-11,464.99400170573455
1995-01-12,462.78321793742543
1995-01-13,462.7354489412062
1995-01-14,460.6213655999015
1995-01-15,461.6060476061797
1995-01-16,462.4214530337944
1995-01-17,459.9414993275369
1995-01-18,463.18139986671235
1995-01-19,463.2280719729947
1995-01-20,466.8684813979335
1995-01-21,467.99017830669555
1995-01-22,469.64039033868227
1995-01-23,470.66552917732207
1995-01-24,470.63458350553236
1995-01-25,469.9099172626045
1995-01-26,471.59694916513496
1995-01-27,472.65734235753405
1995-01-28,475.79595092748207
1995-01-29,475.8976031453185
1995-01-30,478.8425779536762
1995-01-31,478.31820830568364
1995-02-01,477.54647898294223
1995-02-02,478.1802722135954
1995-02-03,478.9253503596423
1995-02-04,479.2092903863755
1995-02-05,476.5524204835078
1995-02-06,479.7003601868036
1995-02-07,480.61529040002074
1995-02-08,483.14523866929375
1995-02-09,484.41391051951314
1995-02-10,484.49860699423175
1995-02-11,485.28591169457496
1995-02-12,485.396514083376
1995-02-13,485.83843318159506
1995-02-14,483.8204868173417
1995-02-15,484.0130045440963
1995-02-16,487.3912077200018
1995-02-17,489.187988206249
1995-02-18,488.7438000354579
1995-02-19,487.5184842808695
1995-02-20,488.2759460935768
1995-02-21,486.75972997479994
1995-02-22,487.3800175609248
1995-02-23,487.79430723147914
1995-02-24,487.06201292044403
1995-02-25,485.9217760826158
1995-02-26,487.94516556491567
1995-02-27,490.35799181377723
1995-02-28,493.1560557773869
1995-03-01,495.6771985115992
1995-03-02,495.86765409829553
1995-03-03,494.8658956869043
1995-03-04,495.2850455057472
1995-03-05,496.1902638315007
1995-03-06,494.27700999392107
1995-03-07,495.980086112625
1995-03-08,496.7565824944438
1995-03-09,498.36748411794815
1995-03-10,499.15578427670414
1995-03-11,501.0362799865351
1995-03-12,500.42575105881883
1995-03-13,498.7491745767459
1995-03-14,498.24830348239954
1995-03-15,499.4327864935352
1995-03-16,499.6369957917704
1995-03-17,498.2356588351452
1995-03-18,496.8672124351568
1995-03-19,498.3802557344795
1995-03-20,499.9794862558696
1995-03-21,502.9051268643147
1995-03-22,502.9491111512059
1995-03-23,502.74695871647333
1995-03-24,504.61452746206777
1995-03-25,501.6053850885681
1995-03-26,499.6331342464671
1995-03-27,504.316271157958
1995-03-28,505.631325128773
1995-03-29,505.5167843156344
1995-03-30,504.97581832345173
1995-03-31,506.59184295338713
1995-04-01,507.4870909275399
1995-04-02,505.8785133014741
1995-04-03,507.06475679498584
