Date,spx
2000-01-01,1.0
2000-01-02,0.9896928668022156
2000-01-03,1.0074148178100586
2000-01-04,1.014186143875122
2000-01-05,1.0210586786270142
2000-01-06,1.018214225769043
2000-01-07,1.0150525569915771
2000-01-08,0.995274543762207
2000-01-09,0.9849501848220825
2000-01-10,0.9792843461036682
2000-01-11,0.978644609451294
2000-01-12,0.9906254410743713
2000-01-13,0.9955795407295227
2000-01-14,1.00693941116333
2000-01-15,0.983716607093811
2000-01-16,0.9711176156997681
2000-01-17,0.9797963500022888
2000-01-18,0.9652068018913269
2000-01-19,0.9593530297279358
2000-01-20,0.9679529070854187
2000-01-21,0.9682581424713135
2000-01-22,0.9694461226463318
2000-01-23,0.9628425240516663
2000-01-24,0.9593419432640076
2000-01-25,0.9457082152366638
2000-01-26,0.9465495347976685
2000-01-27,0.9359369277954102
2000-01-28,0.9330952167510986
2000-01-29,0.9371797442436218
2000-01-30,0.935234546661377
2000-01-31,0.9260254502296448
2000-02-01,0.9056769013404846
2000-02-02,0.9076352715492249
2000-02-03,0.8982153534889221
2000-02-04,0.8911902904510498
2000-02-05,0.8652992248535156
2000-02-06,0.8667175769805908
2000-02-07,0.8769245743751526
2000-02-08,0.8821328282356262
2000-02-09,0.8806312680244446
2000-02-10,0.8735984563827515
2000-02-11,0.8738148212432861
2000-02-12,0.8806898593902588
2000-02-13,0.8821723461151123
2000-02-14,0.9052818417549133
2000-02-15,0.9006498456001282
2000-02-16,0.9203673005104065
2000-02-17,0.9322810769081116
2000-02-18,0.9234465956687927
2000-02-19,0.9391049146652222
2000-02-20,0.9476316571235657
2000-02-21,0.9376801252365112
2000-02-22,0.9346433877944946
2000-02-23,0.9244974851608276
2000-02-24,0.9419797658920288
2000-02-25,0.970073938369751
2000-02-26,1.0022504329681396
2000-02-27,1.0079740285873413
2000-02-28,1.0074068307876587
2000-02-29,0.9888256788253784
2000-03-01,0.9772202968597412
2000-03-02,0.9689148664474487
2000-03-03,0.9640714526176453
2000-03-04,0.9491507411003113
2000-03-05,0.9401711225509644
2000-03-06,0.948677659034729
2000-03-07,0.9605727195739746
2000-03-08,0.9625096321105957
2000-03-09,0.965522050857544
2000-03-10,0.9572415947914124
2000-03-11,0.9425475597381592
2000-03-12,0.9472362995147705
2000-03-13,0.9212974309921265
2000-03-14,0.9113407731056213
2000-03-15,0.9068138599395752
2000-03-16,0.9157277941703796
2000-03-17,0.9032854437828064
2000-03-18,0.9179368019104004
2000-03-19,0.9097661375999451
2000-03-20,0.8930444717407227
2000-03-21,0.8776692152023315
2000-03-22,0.8757501840591431
2000-03-23,0.8667857646942139
2000-03-24,0.8575755953788757
2000-03-25,0.8516333103179932
2000-03-26,0.8521440625190735
2000-03-27,0.8511730432510376
2000-03-28,0.8529847264289856
2000-03-29,0.8600175976753235
2000-03-30,0.8481718301773071
2000-03-31,0.8390506505966187
2000-04-01,0.8371886014938354
2000-04-02,0.8291500210762024
2000-04-03,0.8311232328414917
2000-04-04,0.8313313722610474
2000-04-05,0.8105832934379578
2000-04-06,0.8179962635040283
2000-04-07,0.825569748878479
2000-04-08,0.8316187262535095
2000-04-09,0.8214779496192932
2000-04-10,0.8294298648834229
2000-04-11,0.8381775617599487
2000-04-12,0.8402249813079834
2000-04-13,0.8635260462760925
2000-04-14,0.8566735982894897
2000-04-15,0.8656442761421204
2000-04-16,0.863760232925415
2000-04-17,0.8688441514968872
2000-04-18,0.8673734664916992
2000-04-19,0.8697361350059509
2000-04-20,0.8529282808303833
2000-04-21,0.8594236373901367
2000-04-22,0.8662915229797363
2000-04-23,0.8693535327911377
2000-04-24,0.8603739142417908
2000-04-25,0.8403578400611877
2000-04-26,0.8432744741439819
2000-04-27,0.8308839797973633
2000-04-28,0.8592061400413513
2000-04-29,0.8517023921012878
2000-04-30,0.8566505312919617
2000-05-01,0.8597208857536316
2000-05-02,0.8545885682106018
2000-05-03,0.8586921095848083
2000-05-04,0.8608790636062622
2000-05-05,0.852929949760437
2000-05-06,0.8338705897331238
2000-05-07,0.8484817743301392
2000-05-08,0.8596542477607727
2000-05-09,0.8474660515785217
2000-05-10,0.8419695496559143
2000-05-11,0.8373298048973083
2000-05-12,0.8320322036743164
2000-05-13,0.8306537866592407
2000-05-14,0.8437203764915466
2000-05-15,0.8253482580184937
2000-05-16,0.8275055289268494
2000-05-17,0.8236159086227417
2000-05-18,0.8335392475128174
2000-05-19,0.8257203698158264
2000-05-20,0.8355977535247803
2000-05-21,0.8555406332015991
2000-05-22,0.8390406966209412
2000-05-23,0.8158592581748962
2000-05-24,0.8251892924308777
2000-05-25,0.8190454244613647
2000-05-26,0.8338838815689087
2000-05-27,0.8405370712280273
2000-05-28,0.8456310033798218
2000-05-29,0.8511064052581787
2000-05-30,0.8549647331237793
2000-05-31,0.8432206511497498
2000-06-01,0.849450409412384
2000-06-02,0.8381679058074951
2000-06-03,0.8435204029083252
2000-06-04,0.8365001082420349
2000-06-05,0.8373899459838867
2000-06-06,0.8512462377548218
2000-06-07,0.8500010967254639
2000-06-08,0.8444930911064148
2000-06-09,0.8415096998214722
2000-06-10,0.8394420742988586
2000-06-11,0.8420323729515076
2000-06-12,0.8413302302360535
2000-06-13,0.8389016389846802
2000-06-14,0.8433455228805542
2000-06-15,0.8549910187721252
